instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,year,season_name,weather_desc,month,dayofweek,casual_ratio,Cluster
524,2012-06-07,2,1,6,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.6025,0.569442,0.567083,0.15735,1038,6456,7494,2012,Summer,Clear,June,3,0.1607806691449814,1
525,2012-06-08,2,1,6,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.649167,0.597862,0.467917,0.175383,1488,6248,7736,2012,Summer,Clear,June,4,0.23815620998719592,1
526,2012-06-09,2,1,6,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.710833,0.648367,0.437083,0.144287,2708,4790,7498,2012,Summer,Clear,June,5,0.5653444676409186,1
527,2012-06-10,2,1,6,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.726667,0.663517,0.538333,0.133721,2224,4374,6598,2012,Summer,Clear,June,6,0.508459076360311,1
528,2012-06-11,2,1,6,0,1,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.720833,0.659721,0.587917,0.207713,1017,5647,6664,2012,Summer,Mist,June,0,0.18009562599610413,1
529,2012-06-12,2,1,6,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.653333,0.597875,0.833333,0.214546,477,4495,4972,2012,Summer,Mist,June,1,0.10611790878754171,0
530,2012-06-13,2,1,6,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.655833,0.611117,0.582083,0.343279,1173,6248,7421,2012,Summer,Clear,June,2,0.18774007682458388,1
531,2012-06-14,2,1,6,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.648333,0.624383,0.569583,0.253733,1180,6183,7363,2012,Summer,Clear,June,3,0.1908458677017629,1
532,2012-06-15,2,1,6,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.639167,0.599754,0.589583,0.176617,1563,6102,7665,2012,Summer,Clear,June,4,0.2561455260570305,1
533,2012-06-16,2,1,6,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.631667,0.594708,0.504167,0.166667,2963,4739,7702,2012,Summer,Clear,June,5,0.6252373918548217,1
534,2012-06-17,2,1,6,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.5925,0.571975,0.59875,0.144904,2634,4344,6978,2012,Summer,Clear,June,6,0.606353591160221,1
535,2012-06-18,2,1,6,0,1,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.568333,0.544842,0.777917,0.174746,653,4446,5099,2012,Summer,Mist,June,0,0.1468735942420153,0
536,2012-06-19,2,1,6,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.688333,0.654692,0.69,0.148017,968,5857,6825,2012,Summer,Clear,June,1,0.16527232371521255,1
537,2012-06-20,2,1,6,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.7825,0.720975,0.592083,0.113812,872,5339,6211,2012,Summer,Clear,June,2,0.16332646563026784,1
538,2012-06-21,3,1,6,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.805833,0.752542,0.567917,0.118787,778,5127,5905,2012,Fall,Clear,June,3,0.1517456602301541,1
539,2012-06-22,3,1,6,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.7775,0.724121,0.57375,0.182842,964,4859,5823,2012,Fall,Clear,June,4,0.19839473142621938,1
540,2012-06-23,3,1,6,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.731667,0.652792,0.534583,0.179721,2657,4801,7458,2012,Fall,Clear,June,5,0.5534263695063528,1
541,2012-06-24,3,1,6,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.743333,0.674254,0.479167,0.145525,2551,4340,6891,2012,Fall,Clear,June,6,0.5877880184331797,1
542,2012-06-25,3,1,6,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.715833,0.654042,0.504167,0.300383,1139,5640,6779,2012,Fall,Clear,June,0,0.20195035460992908,1
543,2012-06-26,3,1,6,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.630833,0.594704,0.373333,0.347642,1077,6365,7442,2012,Fall,Clear,June,1,0.16920659858601728,1
544,2012-06-27,3,1,6,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.6975,0.640792,0.36,0.271775,1077,6258,7335,2012,Fall,Clear,June,2,0.17209971236816873,1
545,2012-06-28,3,1,6,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.749167,0.675512,0.4225,0.17165,921,5958,6879,2012,Fall,Clear,June,3,0.15458207452165157,1
546,2012-06-29,3,1,6,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.834167,0.786613,0.48875,0.165417,829,4634,5463,2012,Fall,Clear,June,4,0.17889512300388433,0
547,2012-06-30,3,1,6,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.765,0.687508,0.60125,0.161071,1455,4232,5687,2012,Fall,Clear,June,5,0.34380907372400754,1
548,2012-07-01,3,1,7,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.815833,0.750629,0.51875,0.168529,1421,4110,5531,2012,Fall,Clear,July,6,0.34574209245742094,0
549,2012-07-02,3,1,7,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.781667,0.702038,0.447083,0.195267,904,5323,6227,2012,Fall,Clear,July,0,0.16982904377230884,1
550,2012-07-03,3,1,7,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.780833,0.70265,0.492083,0.126237,1052,5608,6660,2012,Fall,Clear,July,1,0.1875891583452211,1
551,2012-07-04,3,1,7,1,3,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.789167,0.732337,0.53875,0.13495,2562,4841,7403,2012,Fall,Clear,July,2,0.5292294980375956,1
552,2012-07-05,3,1,7,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.8275,0.761367,0.457917,0.194029,1405,4836,6241,2012,Fall,Clear,July,3,0.29052936311000827,1
553,2012-07-06,3,1,7,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.828333,0.752533,0.450833,0.146142,1366,4841,6207,2012,Fall,Clear,July,4,0.2821731047304276,1
554,2012-07-07,3,1,7,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.861667,0.804913,0.492083,0.163554,1448,3392,4840,2012,Fall,Clear,July,5,0.4268867924528302,0
555,2012-07-08,3,1,7,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.8225,0.790396,0.57375,0.125629,1203,3469,4672,2012,Fall,Clear,July,6,0.34678581723839724,0
556,2012-07-09,3,1,7,0,1,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.710833,0.654054,0.683333,0.180975,998,5571,6569,2012,Fall,Mist,July,0,0.17914198528091904,1
557,2012-07-10,3,1,7,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.720833,0.664796,0.6675,0.151737,954,5336,6290,2012,Fall,Mist,July,1,0.1787856071964018,1
558,2012-07-11,3,1,7,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.716667,0.650271,0.633333,0.151733,975,6289,7264,2012,Fall,Clear,July,2,0.15503259659723326,1
559,2012-07-12,3,1,7,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.715833,0.654683,0.529583,0.146775,1032,6414,7446,2012,Fall,Clear,July,3,0.16089803554724041,1
560,2012-07-13,3,1,7,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.731667,0.667933,0.485833,0.08085,1511,5988,7499,2012,Fall,Mist,July,4,0.25233800935203743,1
561,2012-07-14,3,1,7,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.703333,0.666042,0.699167,0.143679,2355,4614,6969,2012,Fall,Mist,July,5,0.5104031209362809,1
562,2012-07-15,3,1,7,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.745833,0.705196,0.717917,0.166667,1920,4111,6031,2012,Fall,Clear,July,6,0.4670396497202627,1
563,2012-07-16,3,1,7,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.763333,0.724125,0.645,0.164187,1088,5742,6830,2012,Fall,Clear,July,0,0.18948101706722395,1
564,2012-07-17,3,1,7,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.818333,0.755683,0.505833,0.114429,921,5865,6786,2012,Fall,Clear,July,1,0.15703324808184144,1
565,2012-07-18,3,1,7,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.793333,0.745583,0.577083,0.137442,799,4914,5713,2012,Fall,Clear,July,2,0.16259666259666258,1
566,2012-07-19,3,1,7,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.77,0.714642,0.600417,0.165429,888,5703,6591,2012,Fall,Clear,July,3,0.1557075223566544,1
567,2012-07-20,3,1,7,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.665833,0.613025,0.844167,0.208967,747,5123,5870,2012,Fall,Mist,July,4,0.14581300019519813,1
568,2012-07-21,3,1,7,0,6,0,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.595833,0.549912,0.865417,0.2133,1264,3195,4459,2012,Fall,Light Rain/Snow,July,5,0.39561815336463224,0
569,2012-07-22,3,1,7,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.6675,0.623125,0.7625,0.0939208,2544,4866,7410,2012,Fall,Mist,July,6,0.5228113440197287,1
570,2012-07-23,3,1,7,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.741667,0.690017,0.694167,0.138683,1135,5831,6966,2012,Fall,Clear,July,0,0.19464928828674327,1
571,2012-07-24,3,1,7,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.750833,0.70645,0.655,0.211454,1140,6452,7592,2012,Fall,Clear,July,1,0.17668939863608182,1
572,2012-07-25,3,1,7,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.724167,0.654054,0.45,0.1648,1383,6790,8173,2012,Fall,Clear,July,2,0.2036818851251841,1
573,2012-07-26,3,1,7,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.776667,0.739263,0.596667,0.284813,1036,5825,6861,2012,Fall,Clear,July,3,0.1778540772532189,1
574,2012-07-27,3,1,7,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.781667,0.734217,0.594583,0.152992,1259,5645,6904,2012,Fall,Clear,July,4,0.22302922940655448,1
575,2012-07-28,3,1,7,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.755833,0.697604,0.613333,0.15735,2234,4451,6685,2012,Fall,Clear,July,5,0.5019096832172546,1
576,2012-07-29,3,1,7,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.721667,0.667933,0.62375,0.170396,2153,4444,6597,2012,Fall,Clear,July,6,0.48447344734473446,1
577,2012-07-30,3,1,7,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.730833,0.684987,0.66875,0.153617,1040,6065,7105,2012,Fall,Clear,July,0,0.17147568013190437,1
578,2012-07-31,3,1,7,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.713333,0.662896,0.704167,0.165425,968,6248,7216,2012,Fall,Clear,July,1,0.15492957746478872,1
579,2012-08-01,3,1,8,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.7175,0.667308,0.6775,0.141179,1074,6506,7580,2012,Fall,Clear,August,2,0.1650783891792192,1
580,2012-08-02,3,1,8,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.7525,0.707088,0.659583,0.129354,983,6278,7261,2012,Fall,Clear,August,3,0.15657852819369225,1
581,2012-08-03,3,1,8,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.765833,0.722867,0.6425,0.215792,1328,5847,7175,2012,Fall,Mist,August,4,0.2271250213784847,1
582,2012-08-04,3,1,8,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.793333,0.751267,0.613333,0.257458,2345,4479,6824,2012,Fall,Clear,August,5,0.5235543648135744,1
583,2012-08-05,3,1,8,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.769167,0.731079,0.6525,0.290421,1707,3757,5464,2012,Fall,Clear,August,6,0.4543518764972052,0
584,2012-08-06,3,1,8,0,1,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.7525,0.710246,0.654167,0.129354,1233,5780,7013,2012,Fall,Mist,August,0,0.21332179930795847,1
585,2012-08-07,3,1,8,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.735833,0.697621,0.70375,0.116908,1278,5995,7273,2012,Fall,Mist,August,1,0.21317764804003336,1
586,2012-08-08,3,1,8,0,3,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.75,0.707717,0.672917,0.1107,1263,6271,7534,2012,Fall,Mist,August,2,0.2014032849625259,1
587,2012-08-09,3,1,8,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.755833,0.699508,0.620417,0.1561,1196,6090,7286,2012,Fall,Clear,August,3,0.19638752052545155,1
588,2012-08-10,3,1,8,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.715833,0.667942,0.715833,0.238813,1065,4721,5786,2012,Fall,Mist,August,4,0.2255877991950858,1
589,2012-08-11,3,1,8,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.6925,0.638267,0.732917,0.206479,2247,4052,6299,2012,Fall,Mist,August,5,0.5545409674234946,1
590,2012-08-12,3,1,8,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.700833,0.644579,0.530417,0.122512,2182,4362,6544,2012,Fall,Clear,August,6,0.5002292526364053,1
591,2012-08-13,3,1,8,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.720833,0.662254,0.545417,0.136212,1207,5676,6883,2012,Fall,Clear,August,0,0.21264975334742778,1
592,2012-08-14,3,1,8,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.726667,0.676779,0.686667,0.169158,1128,5656,6784,2012,Fall,Clear,August,1,0.19943422913719944,1
593,2012-08-15,3,1,8,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.706667,0.654037,0.619583,0.169771,1198,6149,7347,2012,Fall,Clear,August,2,0.19482842738656692,1
594,2012-08-16,3,1,8,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.719167,0.654688,0.519167,0.141796,1338,6267,7605,2012,Fall,Clear,August,3,0.2134992819530876,1
595,2012-08-17,3,1,8,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.723333,0.2424,0.570833,0.231354,1483,5665,7148,2012,Fall,Clear,August,4,0.2617828773168579,1
596,2012-08-18,3,1,8,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.678333,0.618071,0.603333,0.177867,2827,5038,7865,2012,Fall,Clear,August,5,0.5611353711790393,1
597,2012-08-19,3,1,8,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.635833,0.603554,0.711667,0.08645,1208,3341,4549,2012,Fall,Mist,August,6,0.36156839269679736,0
598,2012-08-20,3,1,8,0,1,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.635833,0.595967,0.734167,0.129979,1026,5504,6530,2012,Fall,Mist,August,0,0.18640988372093023,1
599,2012-08-21,3,1,8,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.649167,0.601025,0.67375,0.0727708,1081,5925,7006,2012,Fall,Clear,August,1,0.18244725738396625,1
600,2012-08-22,3,1,8,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.6675,0.621854,0.677083,0.0702833,1094,6281,7375,2012,Fall,Clear,August,2,0.17417608661041237,1
601,2012-08-23,3,1,8,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.695833,0.637008,0.635833,0.0845958,1363,6402,7765,2012,Fall,Clear,August,3,0.21290221805685725,1
602,2012-08-24,3,1,8,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.7025,0.6471,0.615,0.0721458,1325,6257,7582,2012,Fall,Mist,August,4,0.21176282563528848,1
603,2012-08-25,3,1,8,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.661667,0.618696,0.712917,0.244408,1829,4224,6053,2012,Fall,Mist,August,5,0.4330018939393939,1
604,2012-08-26,3,1,8,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.653333,0.595996,0.845833,0.228858,1483,3772,5255,2012,Fall,Mist,August,6,0.39316012725344646,0
605,2012-08-27,3,1,8,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.703333,0.654688,0.730417,0.128733,989,5928,6917,2012,Fall,Clear,August,0,0.16683535762483132,1
606,2012-08-28,3,1,8,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.728333,0.66605,0.62,0.190925,935,6105,7040,2012,Fall,Clear,August,1,0.15315315315315314,1
607,2012-08-29,3,1,8,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.685,0.635733,0.552083,0.112562,1177,6520,7697,2012,Fall,Clear,August,2,0.18052147239263805,1
608,2012-08-30,3,1,8,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.706667,0.652779,0.590417,0.0771167,1172,6541,7713,2012,Fall,Clear,August,3,0.17917749579574987,1
609,2012-08-31,3,1,8,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.764167,0.6894,0.5875,0.168533,1433,5917,7350,2012,Fall,Clear,August,4,0.2421835389555518,1
610,2012-09-01,3,1,9,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.753333,0.702654,0.638333,0.113187,2352,3788,6140,2012,Fall,Mist,September,5,0.6209081309398099,1
611,2012-09-02,3,1,9,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.696667,0.649,0.815,0.0640708,2613,3197,5810,2012,Fall,Mist,September,6,0.8173287456990929,1
612,2012-09-03,3,1,9,1,1,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.7075,0.661629,0.790833,0.151121,1965,4069,6034,2012,Fall,Clear,September,0,0.48291963627426887,1
613,2012-09-04,3,1,9,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.725833,0.686888,0.755,0.236321,867,5997,6864,2012,Fall,Clear,September,1,0.14457228614307155,1
614,2012-09-05,3,1,9,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.736667,0.708983,0.74125,0.187808,832,6280,7112,2012,Fall,Clear,September,2,0.13248407643312102,1
615,2012-09-06,3,1,9,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.696667,0.655329,0.810417,0.142421,611,5592,6203,2012,Fall,Mist,September,3,0.10926323319027181,1
616,2012-09-07,3,1,9,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.703333,0.657204,0.73625,0.171646,1045,6459,7504,2012,Fall,Clear,September,4,0.16178975073540797,1
617,2012-09-08,3,1,9,0,6,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.659167,0.611121,0.799167,0.281104,1557,4419,5976,2012,Fall,Mist,September,5,0.35234215885947046,1
618,2012-09-09,3,1,9,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.61,0.578925,0.5475,0.224496,2570,5657,8227,2012,Fall,Clear,September,6,0.4543044016263037,1
619,2012-09-10,3,1,9,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.583333,0.565654,0.50375,0.258713,1118,6407,7525,2012,Fall,Clear,September,0,0.174496644295302,1
620,2012-09-11,3,1,9,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.5775,0.554292,0.52,0.0920542,1070,6697,7767,2012,Fall,Clear,September,1,0.1597730327012095,1
621,2012-09-12,3,1,9,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.599167,0.570075,0.577083,0.131846,1050,6820,7870,2012,Fall,Clear,September,2,0.15395894428152493,1
622,2012-09-13,3,1,9,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.6125,0.579558,0.637083,0.0827208,1054,6750,7804,2012,Fall,Clear,September,3,0.15614814814814815,1
623,2012-09-14,3,1,9,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.633333,0.594083,0.6725,0.103863,1379,6630,8009,2012,Fall,Clear,September,4,0.20799396681749624,1
624,2012-09-15,3,1,9,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.608333,0.585867,0.501667,0.247521,3160,5554,8714,2012,Fall,Clear,September,5,0.5689593086064098,1
625,2012-09-16,3,1,9,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.58,0.563125,0.57,0.0901833,2166,5167,7333,2012,Fall,Clear,September,6,0.41919876137023415,1
626,2012-09-17,3,1,9,0,1,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.580833,0.55305,0.734583,0.151742,1022,5847,6869,2012,Fall,Mist,September,0,0.17479049085000856,1
627,2012-09-18,3,1,9,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.623333,0.565067,0.8725,0.357587,371,3702,4073,2012,Fall,Mist,September,1,0.10021609940572664,0
628,2012-09-19,3,1,9,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.5525,0.540404,0.536667,0.215175,788,6803,7591,2012,Fall,Clear,September,2,0.11583125091871234,1
629,2012-09-20,3,1,9,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.546667,0.532192,0.618333,0.118167,939,6781,7720,2012,Fall,Clear,September,3,0.13847515115764636,1
630,2012-09-21,3,1,9,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.599167,0.571971,0.66875,0.154229,1250,6917,8167,2012,Fall,Clear,September,4,0.1807141824490386,1
631,2012-09-22,3,1,9,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.65,0.610488,0.646667,0.283583,2512,5883,8395,2012,Fall,Clear,September,5,0.42699303076661566,1
632,2012-09-23,4,1,9,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.529167,0.518933,0.467083,0.223258,2454,5453,7907,2012,Winter,Clear,September,6,0.4500275077938749,1
633,2012-09-24,4,1,9,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.514167,0.502513,0.492917,0.142404,1001,6435,7436,2012,Winter,Clear,September,0,0.15555555555555556,1
634,2012-09-25,4,1,9,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.55,0.544179,0.57,0.236321,845,6693,7538,2012,Winter,Clear,September,1,0.12625130733602272,1
635,2012-09-26,4,1,9,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.635,0.596613,0.630833,0.2444,787,6946,7733,2012,Winter,Clear,September,2,0.11330262021307227,1
636,2012-09-27,4,1,9,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.65,0.607975,0.690833,0.134342,751,6642,7393,2012,Winter,Mist,September,3,0.11306835290575128,1
637,2012-09-28,4,1,9,0,5,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.619167,0.585863,0.69,0.164179,1045,6370,7415,2012,Winter,Mist,September,4,0.1640502354788069,1
638,2012-09-29,4,1,9,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.5425,0.530296,0.542917,0.227604,2589,5966,8555,2012,Winter,Clear,September,5,0.43395910157559503,1
639,2012-09-30,4,1,9,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.526667,0.517663,0.583333,0.134958,2015,4874,6889,2012,Winter,Clear,September,6,0.41341813705375463,1
640,2012-10-01,4,1,10,0,1,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.520833,0.512,0.649167,0.0908042,763,6015,6778,2012,Winter,Mist,October,0,0.12684954280964256,1
641,2012-10-02,4,1,10,0,2,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.590833,0.542333,0.871667,0.104475,315,4324,4639,2012,Winter,Light Rain/Snow,October,1,0.07284921369102683,0
642,2012-10-03,4,1,10,0,3,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.6575,0.599133,0.79375,0.0665458,728,6844,7572,2012,Winter,Mist,October,2,0.10637054354178843,1
643,2012-10-04,4,1,10,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.6575,0.607975,0.722917,0.117546,891,6437,7328,2012,Winter,Mist,October,3,0.13841851794314122,1
644,2012-10-05,4,1,10,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.615,0.580187,0.6275,0.10635,1516,6640,8156,2012,Winter,Clear,October,4,0.2283132530120482,1
645,2012-10-06,4,1,10,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.554167,0.538521,0.664167,0.268025,3031,4934,7965,2012,Winter,Clear,October,5,0.6143088771787596,1
646,2012-10-07,4,1,10,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.415833,0.419813,0.708333,0.141162,781,2729,3510,2012,Winter,Mist,October,6,0.28618541590326124,0
647,2012-10-08,4,1,10,1,1,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.383333,0.387608,0.709583,0.189679,874,4604,5478,2012,Winter,Mist,October,0,0.1898349261511729,0
648,2012-10-09,4,1,10,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.446667,0.438112,0.761667,0.1903,601,5791,6392,2012,Winter,Mist,October,1,0.10378173027111035,1
649,2012-10-10,4,1,10,0,3,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.514167,0.503142,0.630833,0.187821,780,6911,7691,2012,Winter,Clear,October,2,0.11286355086094632,1
650,2012-10-11,4,1,10,0,4,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.435,0.431167,0.463333,0.181596,834,6736,7570,2012,Winter,Clear,October,3,0.12381235154394299,1
651,2012-10-12,4,1,10,0,5,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.4375,0.433071,0.539167,0.235092,1060,6222,7282,2012,Winter,Clear,October,4,0.17036322725811637,1
652,2012-10-13,4,1,10,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.393333,0.391396,0.494583,0.146142,2252,4857,7109,2012,Winter,Clear,October,5,0.46366069590282066,1
653,2012-10-14,4,1,10,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.521667,0.508204,0.640417,0.278612,2080,4559,6639,2012,Winter,Clear,October,6,0.45624040359728013,1
654,2012-10-15,4,1,10,0,1,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.561667,0.53915,0.7075,0.296037,760,5115,5875,2012,Winter,Mist,October,0,0.14858260019550343,1
655,2012-10-16,4,1,10,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.468333,0.460846,0.558333,0.182221,922,6612,7534,2012,Winter,Clear,October,1,0.1394434361766485,1
